Date,AAPL,ABBV,BAC,CAT,COP,COST,CVX,EOG,GE,GOOGL,GS,HON,JNJ,JPM,KO,LLY,MA,MCD,MRK,MSFT,NVDA,ORCL,PEP,PFE,RTX,SLB,UNP,V,WMT,XOM
2015-08-21,23.699928283691406,42.38750076293945,12.715409278869629,57.80735397338867,32.45471954345703,116.32288360595703,47.88257598876953,54.130680084228516,102.16900634765625,31.918474197387695,150.4965362548828,74.4802474975586,71.12432861328125,47.505184173583984,28.028043746948242,70.51033782958984,84.82808685302734,73.97018432617188,37.848079681396484,37.29396057128906,0.5210921168327332,31.845624923706055,68.81746673583984,19.84429168701172,45.537635803222656,56.91793441772461,67.50138854980469,65.98058319091797,18.260290145874023,45.529048919677734
2015-08-24,23.108333587646484,40.81163787841797,12.075689315795898,56.127079010009766,30.695772171020508,111.28463745117188,45.58200454711914,50.081356048583984,99.1774673461914,30.63386344909668,143.859130859375,71.76858520507812,69.08496856689453,45.0029411315918,27.212646484375,67.34059143066406,82.16202545166016,70.72595977783203,36.640098571777344,36.090389251708984,0.5026463270187378,30.59895896911621,65.65721893310547,19.010051727294922,44.48989486694336,54.25197219848633,64.54212188720703,63.3576545715332,17.54952621459961,43.37663650512695
2015-08-25,23.24726676940918,39.04924011230469,12.051994323730469,55.54130935668945,30.166664123535156,111.06707000732422,44.25472640991211,49.43057632446289,96.68453216552734,30.354341506958008,142.86514282226562,70.75174713134766,67.52942657470703,44.748966217041016,26.936134338378906,65.28025817871094,81.2171630859375,69.46175384521484,34.726318359375,35.04266357421875,0.49220988154411316,30.06464385986328,64.09138488769531,18.54264259338379,43.476417541503906,53.26047897338867,62.90238571166992,62.06938552856445,17.316261291503906,43.37032699584961
2015-08-26,24.580608367919922,40.612247467041016,12.683818817138672,56.93639373779297,31.03896713256836,115.6281967163086,46.1950569152832,51.33232116699219,99.7591781616211,32.69707489013672,147.81910705566406,73.68936157226562,70.78939056396484,46.989784240722656,27.460817337036133,67.64922332763672,85.79159545898438,72.46231842041016,36.93191146850586,36.98225402832031,0.5293439030647278,31.30286407470703,66.12909698486328,19.187549591064453,44.82771682739258,51.4758186340332,65.66645812988281,65.51717376708984,17.791019439697266,45.76258850097656
2015-08-27,25.304424285888672,41.49342727661133,12.983933448791504,58.31605529785156,32.797935485839844,117.34391021728516,49.070796966552734,54.803138732910156,103.91404724121094,33.10445785522461,151.67489624023438,75.24103546142578,71.6155776977539,48.162479400634766,27.84368896484375,69.85137176513672,87.9806137084961,74.12252807617188,37.291587829589844,38.01267623901367,0.5492459535598755,31.226533889770508,66.92273712158203,19.678627014160156,45.664920806884766,54.23726272583008,67.81214141845703,67.10201263427734,18.134048461914062,47.245933532714844
2015-08-28,25.387331008911133,41.15253448486328,12.920750617980957,58.53958511352539,33.4771842956543,117.12633514404297,50.83416748046875,55.902259826660156,104.53729248046875,32.69458770751953,151.02334594726562,75.33897399902344,70.83405303955078,47.90103530883789,27.97132682800293,69.39258575439453,88.00865936279297,73.94581604003906,37.57663345336914,38.03864288330078,0.5516728162765503,31.769298553466797,66.87267303466797,19.32362937927246,45.65023422241211,55.86033630371094,68.29159545898438,67.15763092041016,17.82120704650879,47.384796142578125
2015-08-31,25.26856231689453,40.142696380615234,12.90495491027832,58.91725158691406,35.143184661865234,117.21002197265625,51.18808364868164,56.62534713745117,103.12461853027344,32.106300354003906,151.70712280273438,74.77405548095703,69.94835662841797,47.878639221191406,27.879148483276367,68.69190979003906,86.40900421142578,73.00083923339844,36.545082092285156,37.68363571166992,0.5456051826477051,31.455520629882812,66.44367218017578,19.06329917907715,44.852203369140625,57.19845962524414,67.38770294189453,66.08250427246094,17.76357650756836,47.49211502075195
2015-09-01,24.139148712158203,38.9141731262207,12.30472469329834,57.73027801513672,34.14216613769531,115.74539184570312,49.418399810791016,54.96944808959961,99.21900177001953,31.20133399963379,146.49465942382812,72.28081512451172,68.54165649414062,45.89925765991211,27.474994659423828,66.56481170654297,83.30325317382812,71.81005859375,35.649261474609375,36.211612701416016,0.5232763290405273,30.539583206176758,65.29969787597656,18.554473876953125,43.92685317993164,55.7568473815918,65.53285217285156,63.913753509521484,17.51384925842285,45.49749755859375
2015-09-02,25.174448013305664,39.22290802001953,12.558265686035156,58.65519332885742,34.45677185058594,117.5196762084961,49.33625030517578,56.191490173339844,102.08589935302734,31.962078094482422,148.4171905517578,73.82494354248047,69.47945404052734,46.73582458496094,27.581356048583984,68.24148559570312,84.59420013427734,73.78448486328125,35.95465087890625,37.545074462890625,0.5390523076057434,31.167156219482422,66.02960968017578,18.91538429260254,44.671051025390625,55.74944305419922,66.89254760742188,64.52542877197266,17.68399429321289,46.223384857177734
2015-09-03,24.732994079589844,39.608848571777344,12.62957763671875,57.3834342956543,34.449623107910156,117.56991577148438,49.462646484375,56.00346374511719,101.83660888671875,31.572540283203125,148.8595733642578,74.24675750732422,68.95100402832031,46.8179817199707,27.765697479248047,68.0662841796875,85.73546600341797,73.76142883300781,35.73070526123047,37.66630554199219,0.540508508682251,31.29439353942871,66.3826675415039,18.868051528930664,44.999080657958984,56.37785720825195,67.35629272460938,65.2483901977539,17.799243927001953,46.57685852050781
